Review,Rating
'The best homemade tortillas in Scottsdale!! Located in a historic adobe home in Old Town Scottsdale.  Dishes include ancho raspberry-encrusted pork chops and Shawnee sea bass with a cheese and rock shrimp quesadilla topped with shoestring sweet potatoes. The banana crisp wrapped in a sweet tortilla with blackberry compote is out of this world.',4
'Great pizza and they deliver. Try the monster!',4
'I went early to try their Happy Hour special before meeting up with friends for a birthday dinner.   The bar area was very spacious.  HH specials are from 3PM - 7PM daily; reverse from 9PM -closing.   Heres what I had:  Sangria was small and very weak ($ 4.00).  Zucchini Parmesan wasnt bad but oily ($4.00).   Stuffed mushrooms had better ($6.00) HH Roasted Chicken Pizza was delicious and definitely worth the $6.00 Must try!  We later seated in a gorgeous banquet room.  The staffs provided excellent service. I have shared with my Sis the linguine and clams unfortunately I hate to say it but Olive Gardens tasted better.  The Tiramisu certainly made up for lack of flavor in the linguine and clams dish.',3
'Thanks to Shannon & Randi for their help! I had a very positive experience thorough and fast to respond within my demanding timeframe.',5
'I love this place.  I absolutely love it.  Great food great drinks Really cool vibe.  I am an AZ native and love eating down town.  This is the first place I think of when trying to come up with something fun and delicious that everyone will enjoy.  Be prepared for some good spicy Caribbean food',4
'What an interesting concept.  Sushi was B+ A- Atmosphere A Service A+',4
'All my best finds come from this store.  If you pop in frequently youll find they get some really great stuff.  There are cool clothes sometimes I even find Threadless and Shirt.woot T-shirts here.  Ive found great dresses for $10.  Its a a rare thrift store where you can find clothes for non-obese or retired women but hey - I get all my work clothes here. Furniture is hit or miss but isnt it always?  My one gripe: they charge almost twice as much for womens shirts as they do for mens.  Even if its just a t-shirt one that would pop up in mens or in childrens depending on the judgement of the employee if its in womens its $4.99 if its in mens its $2.99.  I understand charging more for shirts with ruffles and buttons and weird cuts that probably cost more to begin with but t-shirts should all cost the same.  I dont like having an employee not believe me that the Jim Morrison t-shirt that I got off the mens rack is really a womens shirt that should cost me an extra $2.',4
'Had a terrible experience here.  Stopped in for a quick bite before take off and left more than a 40% tip because we couldnt wait for change.  After finding out our flight was delayed for more than an hour we returned for a drink.  The same wait person Alison took our drink order for 2 margaritas without any questions.  It wasnt until our $30 bill arrived that we reLized we had been hood winked.  While there are different prices and sizes of margaritas Alison took it upon herself to deliver and charge us for the very most expensive one to order.  When we asked her why she said thats what we always do and walked away.  At that point she was eager to leave as it was the end of her shift and she wanted to go home.  She lingered for a tip.  We ddnt leave one.  Maybe one day shell figure out why.',1
'On the basis of other Yelp reviews I decided to check this place out. Very cute interior! It was crowded in the small place when we got there but we were able to snag a place at the bar. The coffee was indeed strong and tasty although we had to ask them for refills even though someone passed us often. The whole wheat pancakes were delicious and the bacon was thick and cooked just right. The lunch menu looks great so Ill be back to try that theyre also open for limited dinner now as well.',4
'Hands down the best wings in Arizona. The place gets pretty packed during high profile sporting games so its a fun environment for people who love the energy.  Im a huge fan of the boneless wings. BBQ Hot and the Caribbean Jerk are my personal faves but with over 15 types of sauces to choose from you be the judge',5
'The hubby & I have been visiting Phoenix for about a week. We were here on Easter. Normally we would be at my grandmas for dinner which would consist of fried chicken greens ham mac & cheese and whatever dessert my ma decides to make. I usually eat light and avoid fried food but I kinda missed that traditional Easter dinner. Karims was closed Sunday but thank goodness they were open Monday.  Catfish was perfectly seasoned and crispy. Delicious!  The potato salad was a little sweet not what Im used to. The peach cobbler was fantastic.   I think were going back there for lunch today. Hopefully they have greens today they didnt yesterday.  Their hours are tricky so call ahead or check their website before you go.',4
'So Ive never had Vietnamese Pho before (pronounced fu as in fun without the n) and I decided to try it with a friend of mine who speaks Vietnamese and would be able to tell me what to order and what I was eating and also steer me to the best place in town so Id have a positive initial Pho experience and want to go back again and again.  unPHOgettable is tucked into an Asian cultural center just south of Main Street on Dobson on the west side of the road and is part of the Asian grocery story but has its own entrance and eating area. It had a pretty nice atmosphere the owner was very helpful and even recognized my friend and his wife as we walked in (I figured they either eat there quite a bit or the owner remembers him because he doesnt likely see very many tall geeky white kids who speak Vietnamese). The menu had a very wide selection and did a decent job of explaining what each of the items are. The owner offered to go over the menu with us since it was our first time but my friend told him that he would handle it. The place was pretty clean and the staff was very helpful. My only minor complaint was that there was a minor fish odor in the air but I wasnt quite sure if it was the restaurants fish or the adjoining Asian grocery store that had the fishy smell. Either way it wasnt overpowering and didnt detract from our meal at all.  I ordered Pho with thin sliced beef and tendon. I have to admit that when I looked at the menu I thought tendon was tenderloin so I assumed I was ordering thin strips of beef with beef junks. It wasnt until my friends wife repeated my order with an emphasis on TENDON that I realized what I ordered. Either way though Im pretty adventurous so I figured Id give it a shot. My wife ordered a flat noodle meal instead of the soup since shes had it before. The food didnt take long and we were brought our enormous bowls of Pho with all the trimmings. I added a decent amount of hoisen sauce and an even more decent amount of hot sauce. The broth in my bowl actually ended up pretty dark red. I added in my bean sprouts tore up my basil and plopped in my jalapeños to boot. I dug in and was amazed at how great it tasted. I wasnt really amazed that it tasted good but that it tasted SO good AND Id never had it before. Why had people kept this a secret from me? It was fantastic and right up my alley. Soup hot sauce and noodles. I wolfed mine down and even tried my wifes noodle dish not really enough to give a thorough review but it was good and Id try it again.  The prices werent bad I ended up paying about $22 for the two of us to eat our meals and a small appetizer split between 4 people. Range: $7.50 - $12.00.  Sorry for posting without pictures but Im sure Ill be back and append some pics to this after my next bowl.  Because of this place I am now a fan of Vietnamese food specifically the Pho soup.  Rating: 5.0  http://dietstartstomorrow.com/post/2982603033/unphogettable-mesa',5
'Coolest coffee shop Ive been to in Phoenix so far! Definitely not your average coffee shop! They have an extensive menu with lots of fresh and local products they cool with. The menu changes daily too which is so much fun. This place is close to school so I can see myself spending lots if days studying on their comfy couches. Their long wooden dining table was perfect for us nursing students to spread out million books out on! My iced skinny caramel latte tasted like it was full of cals and goodness! The coffee beans they use are sooo much more tasty than Starbucks! Theres also a bar on one side. We saw oranges being squeezed into champagne and the drink menu was something special! Will have to test it out in a day I dont have my nose in my books! Brain has to rest right?! This is one of those hard to describe places so you must indulge for yourself! Most definitely a place to try!',5
'Forgot the straw... but still five stars!  I was in Scottsdale for work and wanted to relax in my hotel room after a long day of meetings.  Not being from the area I googled delivery and Romes Pizza came up.  Friendly woman on the phone and from previous reviews she must be in the family of this self-owned and run business.  My bolognese and fettuccine came within the promised half hour and the food was fresh.  Delivery guy was nice and friendly.  Probably the most delicious delivery pasta Ive ever had.  Even the salad was fresh and I dont think it was prepackaged as many pizza places do.  Yes they forgot the straw for my drink but I definitely recommend... for both in- and out-of-towners!',5
'came here for dinner and a free show last Sunday. we unknowingly arrived in the middle of their trivia night. as far as trivia questions go - these were hard! I play bar trivia occasionally and I usually know at least a few answers. I dont think I knew a single question they asked here! and I thought it was weird that they ask ALL the questions and dont even tell you the answers until the very end. if I had been playing I wouldve gone crazy with frustration wanting to know what the correct answer was! it seems like the people participating were enjoying themselves though. I believe the prizes for winning trivia are a $25 gift certificate or two tickets to a show.  the food: nothing to write home about but nothing to complain about either. I ordered the quesadilla to which I added steak. they shouldnt really call it steak because it was shredded beef. only other ingredient inside the quesadilla was a lot of cheese. it came with a side of chips and salsa and a huge scoop of sour cream. I might come here for food again but its nothing notably delicious.  the show: their stage/venue is really awesome with the seated bleachers in the back and standing room in the front. I love how intimate and small the stage is. we saw three local bands perform for free; they were all very different musically but I enjoyed them all. if a band I liked was playing I would definitely come back to catch them play!',4
'Delicious! The ceviche tostada and carne asada tacos are my favorite. Very clean environment the staff are always friendly. Anything you eat will be worth it.',5
'I have to admit I have a love-hate relationship with this place. I should try other wine bars that way I have an idea of what to compare Bomberos to. I have to say though the bruschetta and the many options they offer to top it have been quite tasty. I think thats about where my love stops. The past few times I have gone its on a Saturday night since they are open until 1 am. I have had the same waitress the 3 of 4 times I have gone and all I can say to describe her is rude. When I first checked the place out I was a bit confused with the menu and she stood there in that awkward silent way when you know someone is thinking youre an idiot. She wouldnt say a word until I asked for clarification. Even while clarifying she seemed so incredibly annoyed to be doing her job in talking to a customer. Once she was gone I didnt see a refill unless I flagged her down so I can get some ice water with a side of evil eye. The other thing I dont understand is why does bread with cold toppings take 25 minutes every time and hardly anyone around?',3
'Ive tried the green curry with chicken (twice) and with crispy tofu (once) and I must say that Im giving up on their version of this dish. The curry sauce is too watery for my taste and cmon now ten small pieces or less of green beans a smattering of bamboo shoots and coconut milk do not a delicious green curry make! Apparently a couple of my Thai coworkers agree that the curries at Yuphas leave much to be desired. Im told that Yupha serves excellent noodle dishes but Ill have to take their word since noodles do not rock my boat. Speaking of boats check out the cool green mural of a floating produce market at the new location. I really like the atmosphere here. Tis a shame that I must go elsewhere for fantastic green curry... I DO recommend the albeit not authentic Thai cuisine TASTY dish of soft-shelled crab with garlic sauce. This certainly rocked my world that one evening last week ;)  Ill be dining here with a group of chowhounders this week so I may be back with a review of non-curry based dishes. Stay tuned!  You MUST try the homemade coconut ice cream- we had ours served over sweet sticky rice and toasted grated coconut sprinkled on top.  It totally made up for the lackluster curry.',3
'Came here because we saw this place on Triple D and Guy goes to some delicious places... So I had to check it out. It was delicious! The customer service was on point! This friendly girl helped us out with ordering and also let us sample the six most popular items on the menu. Now that really helped me decide. I ordered the red jade chicken and carnitas combo with the pork fried rice and black beans. It was so good!!!  All of the combination of favors- Asian and mexican is one great combo. I order a quesadilla for my son and they accidentally made it with the wrong meat- the guy lets me choose a whole new order and.... It was on the house!!! So I had ordered the same combo but this time the red jade chicken in a quesadilla.... One of the best quesadillas Ive had! And Im from San Francisco where theyve got bomb ass Mexican food!!!  This place was great and with each order you get a free cookie. The place is in a tiny strip mall and its practical but very clean. Customer service was just as good as the food! When I come back to Phoenix Im def hittin this place up again!!',5
'I had never been to this stores location in Scottsdale before Saturday. I have frequented the Biltmore location (and Im a HUGE fan of their store & clothes). However I will NEVER go back to the Bogota location because of the service/staff. The only people in the store who were getting good service or help were the snotty sales girls friends. Not only were they unhelpful but the sales girl actually insulted me to my face (YOUre a size 2? - YES actually I am).....I walked out and went to the Biltmore location to spend several hundred dollars.   I am a big supporter of luluemons products and store....but avoid the Bogota location if you want any service or a good selection.',1
'Many a long high school night were spent here. Copying presentations gluing things onto inappropriately large pieces of posterboard those were the days!  Not really. But Kinkos really was always the most helpful and easiest place to take on projects like those. Staff could always decipher the copy machines which have since become the bain of the existence of every nine to fiver I know.   Copies are cheap and the service the staff provides is damn near invaluable. If it werent for them those miserable projects (does anyone remember diaramas?) would have been even worse.',4
'Dont go if you are looking for super-fresh and well-prepared sushi. If however you are looking for a happy hour spot with cheap good drinks in a chic environment where you can also get some discounted sushi Kabuki is the spot for you.   My husband and I were going to see the premiere of the Mamma Mia sing-along version at Harkins Tempe Marketplace and wanted to stop at a happy hour or two first. Thanks to previous Yelp reviews we found out that Kabuki has happy hour featuring drink and food specials so we decided to check it out. I loved the decor in the bar area - very sleek and modern with lots of cool vertical Sake bottle displays. Our drinks (on special for $4.95) were quite good - I had the Mint Drop which was refreshing but not too sweet and he had the Long Island which was nice and strong without being disgusting. For snacks we had the Spicy Tuna and Salmon Skin rolls (each $2.95) - both were fine but not much better than the stuff you can buy at grocery stores. Our server was friendly and efficient.   All in all we got two good drinks and some standard sushi for under $20 including tip. Not bad. Kabuki is definitely a cool spot for meeting some friends for happy hour but dont count on the sushi being anything to write home about.',3
'I searched Yelp for a place to have lunch in the Historic Glendale area today and decided on Farjardos Cafe after reading through some reviews.  We ordered a couple of the daily specials and I had the green chile soup also. Everything was very good and the service was fast and friendly.  Someone on another site mentioned they need to install a fryer and make fresh chips and I agree but the chips we were served were fresh and warm. Add the fresh home made salsa was really excellent so we were not disappointed.  All the food was excellent and I was really impressed. The green sauce was supurb and the flavor of the rice and beans was really beyond what I normally expect.  This place gets da two thumbs up from me!',5
'i liked  the food but after a hangover who wont eat anything! great place for hangover not have when sober. great place to people watch thats for sure!',2
'When I was planning my wedding last year I was also with child (like Sophie below) so I decided that I needed to find a great tailor that would take care of my dress quickly because I wasnt sure how much my growing midsection would change within a few weeks time.  I bought my dress 2 sizes too big because I wasnt sure how much fabric would be needed and took it to Valentina 2 weeks before the big day.  Not only did she take it in perfectly but she did it in only a few days and only charged me $30!!  Score one for the prego bride.  I would highly recommend her she was great fast and professional.',5
'Important lesson learned today.. Sometimes traffic can lead to good things? Leaving La Purisima Bakery and on my way to the Esplanade to pick up a few things. I needed to turn left but it was not going to happen anytime this century so right it was. Trying to find a place to turn around I spot this place out of the corner of my eye. I pull one of those jackass right turn from the middle lane moves and come hurdling into the parking lot.. Food emergency! I should have a siren or something.  Walked in the door and the first thing I notice is one of the display cases is filled with ritter sports bars... ALL OF THE RITTER SPORTS BARS! Most of these had to be imported as they are not available in the US. Some of them I had never even heard of. It also appeared they had most if not all of the Milka bars. Under that was a huge selection of Lindt choclate bars.  My eyes continued to wonder up the case as I notice.. oh cool they have the dark and light Niederegger Marzipan.. and OHHH MYYY GOD! is that what I think it is?? Niederegger Weissbrot Marzipan.. This is THE stuff. There are few things in this world that cannot be made better by adding chocolate and this is one of them. Niederegger makes some of the best marzipan and Ive always been upset that I can only find the chocolate covered stuff. It only takes away from their superior product. I am unaware of anyone else who carries the weirssbrot in the valley. You can order it online *sometimes* by the case and thats just not safe for me. This was turning out to be one of the best Saturdays ever ;) I would go into the differences between American/European marzipan but am trying to cut down on babble in my reviews.. like this.. *fail* http://en.wikipedia.org/wiki/Marzipan  I asked the nice lady at the counter if there was anything else that I should not go without she said sadly they had sold out of most of what they made that day but that they had some fresh coconut macaroons. Again.. I thought maybe I had died crossing traffic like that and ended up in my own personal happy place. Although far from a regional specialty of the bakeries decent I had to get one. It was flat which was very strange and half of it had been dipped into dark chocolate. All I knew was that I was glad there were 4+ people coming to dinner to help me eat all of this stuff or I WOULD eat it all by myself and get sick.  If nothing else make a trip here to treat yourself to some chocolate you wont find anywhere else. Everything else is just a bonus :)',4
'I brought a prescription in from another doctor. They have a wide selection of designer frames (and cheaper frames that would be mostly covered by my insurance). But I ended up with some Oliver Peoples frames. The entire staff was very friendly and patient. They took their time and went through all the different type of lens options that I could add on my glasses. Im happy with my glasses and I recommend this place!',5
'Very good food.  Incredible kid meals...  Finally a place that offers kids a real meal.    Seems to be busier during the week and a little slow on weekends so easier to get a table on Saturdays!',4
'Havng been to other Michael Mina establishments (lame Clock Bar in San Francisco) my husband and I decided to try Bourbon Steak in Scottsdale (at the Fairmont Hotel). What a difference a city makes is all I will say! THis place had incredible management an amazing staff and outstanding food. The best steak house I have EVER been to all around. Heres to hoping their reputation in my books keeps their stamina from our last vsit!',5
'Went to this location today to meet friends because it was the closest to the middle of our houses.... thanks Good Egg for totally ignoring the SW Valley :/  I drove here not expecting much (always known this location as the crappy one) I had been to this location while it was still under the forgotten step-child The Eggery.  I was surprised that they had finally gotten rid of that name and changed the signage to The Good Egg (not sure if this is recent or not I havent been down this part of Camelback in a bit of time).  Upon seeing the new signage I thought perhaps there would be a better experience to be had.... no nope not at all.  I met my party that was already seated in the WAAAAAAY outdated restaurant... I mean seriously people the bakery cases that havent been used in decades the wood the wallpaper the metal chairs and all the BRASS... oh my goodness all the brass....YUCK!..... Give this place a little attention Good Egg.  When I sat down I found half of the table wet and no napkins a little puzzled I asked what the deal was.  Apparently the waiter had spilled the water all over the table and used our napkins to try and wipe it up.... I repeat TRY to clean it up he didnt succeed. Perhaps if he had went to get a towel he could of gotten all the water up but apparently he never did (as this happened 10 min. before I got there and there was still puddles all over the table.  Nor did he come back with fresh napkins...nice buddy nice.  After being there for about 5 minutes the guy came to ask if I wanted anything to drink... Coffee and cream please. And walks away before we can say that we are ready to order... Now I am the ding dong who was a half hour late because my ass slept in so friends were huunnngggry.....He comes back with coffee (lukewarm at best) no cream and walks away...AGAIN.  We sit and sit and sit.  He finally comes and ask if we are ready to order umm.. we had been there 45 minutes and 15 minutes...yeah I think weve got it.   We order and remind him again of the cream and napkins.  He comes back with cream no napkins.  sigh.  Food finally comes order is right but haphazardly prepared.  Maybe the kitchen guy overslept too?    I have the Monterrey it is missing tomatoes and you can tell that it was almost forgotten about because the eggs were starting to brown my english muffin is nearly burnt and looks like it was toasted on a grill that needs some scrubbing the cook compensated by soaking it in butter. Dollar Pancakes were shaped like road kill and the side plate they came on was placed on my main plate.  Thats no big deal I dont care.  But as I am going fork to plate the server takes the side plate off the main plate...umm...eew dont touch my food once it has hit the table.  I worked my way through high school and college waiting tables I have a high tolerance for eew but some things just bug me right away... this is one of them.  Dude if you touch my food while it is in the kitchen ignorance is bliss but if you do it in front of me once the food is ON THE TABLE for goodness sake then that shit just be NASTY yo!  I know damn well there is a good chance your hands arent clean.  Practically no food workers wash their hands as much as they are supposed to unless the health inspector is there....sorry people its true.  Friend 1 had an even more crispy looking omelet.  Friend 2 got a turkey sandwich.  It was dry and lacking in well... turkey! It looked as if they had folded up one piece of lunch meat to make it look more substantial.  Her salad was pretty lame looking and had the runniest ranch dressing I had ever seen.  What was even worse is that there was one sad runaway strawberry in her sandwich... wtf? Check your cold storage bins people!  If Friend 1 had been the one to order the sandwich instead of Friend 2 then I wouldnt be writing this review right now because I would be supporting Friend 1 in the HOSPITAL!! Friend 1 has a major strawberry allergy.  i understand shit happens but how does a STRAWBERRY get put on a TURKEY sandwich and the cook doesnt notice?!??!!!  We could of said something if our server wasnt practicing his disappearing act again. Only time we saw him after he dropped off the food was when he dropped the check and kindly paused out of his busy day to say Everything ok? ...kind of waited for a response and walked away.. no thank you have a good day come again bugger off nothing....  Mind you I use the word busy lightly there was about 6 tables in the whole place full at 10am and at least 4 other servers that I saw.   This was the third time I had been to this location... shitty experience as always you know what that means people.... three strikes youre out! (oh and the water pitcher that half of which was spilled all over...the water was unfiltered grossness...boo :/ )',1
'Great happy hour spot which FYI is Monday - Friday 4pm-7pm. Draft beers are $3 and you can get specialty drinks for 5 and 6 bucks a pop. I decided to try the Strawberry Basil Martini and was in love. My friend got a plain mojito but was just as happy with her drink as I was. We split the red pepper hummus platter which has super delicious chips served with it and the chicken quesadilla. We also both got a side garden salad that was pretty small but only $3.99 and it came with a piece of cheese toast. The food in general was good nothing fantastic but the prices and atmosphere is what will be bringing me and friend back again. The layout is open with three different bars and several tables inbetween them. There was a giant stage behind the main bar but no one was playing when we were there. The staff was very friendly and the service was quick. Looking forward to going back for happy hour again.',4
'Great ceviche friendly staff and good service.  The only downside is the continuous construction on Mesa Drive makes getting in and out of the plaza a pain otherwise Id visit more.',4
'It is a fun place to take kids but can be distracting for adults.  There are times when the animals move rain comes down in one area as lightning flashes.  We had good service and the food portions were big.  The food was fine.    There are aquariums to look at while waiting for a meal.  Its a bit pricey for just a meal though not outrageous but if you want entertainment for the kids the price isnt that bad.',3
'Save your money. This doesnt work.  Manager Chuck is rude. He tells me this is working but I have the hair to prove it isnt. Management  is unprofessional and rude and condescending. This was an expensive mistake - SAVE YOUR MONEY!',1
'Oh Caseys.   Every time I go here I remember that I should really start drinking more often. Sure its primarily a college crowd and I am a few years out but hey nothing wrong with sluggin back some brewskies with the kiddies right?  Well maybe but in this case no. Most Tempe/Scottsdale bars tend to be meat markets of steroid users and plastic surgery victims but not Caseys. It promotes a very chill vibe and a laid back atmosphere which is what I for one look for when Im having some drinks. Chances are if Im out I had a long day or week and I want to unwind a bit.   There is no better place around to do that than Caseys.',5
'This review is for the 3-5p happy hour:  Ehhhhhh.....  Maybe Im a sushi snob but what I do know is that deep-fried does not equal sushi. There were 6 sushi rolls to choose from their happy hour menu ALL of which consisted of deep-fried shiet. I dont get it? The sushi chefs are Japanese they should be legit. The crunch roll was absolutely miniscule the spicy tempura tuna roll and the tempura shrimp roll both had the same sugary mayo sauce squirted all over them the green tea ice cream was covered in chocolate sauce!   Disappointed after all these great Yelp reviews. Come to the happy hour if you want to get drunk. The rolls arent even that cheap for what you get. Meh.',2
'Awesome experience great price delivery the same day!!! This Sunday my husband and I went to J&K to see if we could find a dining room set (table and 6 chairs) that would accommodate our needs. After a while in this warehouse we found a set we loved and we calculated it was priced 75% off of a regular furniture store we just had to buy it. Then we were told the buffet behind it  was included now this set was 90% off - better yet they delivered the same day. I could not be happier....',5
'First thing I have to say is believe all the other reviews when they talk about the amount of food you will get here!  The second thing I have to say is that everything is average.  Crazy Ottos excels with service as it is extremely quick attentive and efficient.  We were able to have breakfast in under 30 minutes.  Thats a good thing for me.  The food however is just average at above average prices.  I got bacon eggs toast and hashbrowns for my meal.  I was served a massive platter of food that I knew I wouldnt finish.  The bacon was okay but unfortunately some parts of it were burnt.  The eggs (scrambled) were actually really good!  They were light and fluffy and very tasty.  The hashbrowns were no good.  I never get good hashbrowns unless I am at Matts.  I was pleasantly surprised that nothing felt very greasy.  I probably wont go back because there about a million other places just like it and I would rather go somewhere new.',3
'This place is awesome.  Its at a great location and easy to get to.  From the moment we walk in we are greeted with a smile and a great attitude.  Weve been here twice and each time has been great.  They serve thin crust pizza.  Try the Capicola.  They also brew their own beer plus they offer guest taps which they change up ever so often.  Everyone is friendly and we love this place.',5
'Every time I need help with a a project everyone in the store is very helpful. Great Fabrics and supplies too.',5
'Great for everyday reading studying kid books. starbucks inside if youre that type. just like any other B&N. employees are hard to find sometimes they take a long time just to find a book or even make it to the register. restrooms are dirty. doesnt seem like they are maintained regularly. i mostly come here to buy my son books. they have  nice section for kids. also have a train set they can play with if you wanna play with them or just sit back and have some time for yourself. kids section is probably the best in this store. i uploaded a picture of the entrance of it.',3
'Ive eaten from here twice and everything was ok. Ordered and paid online and the food came pretty quickly. But TODAY there was a hair in my pizza that was UNDER the cheese. We got our money back and ate somewhere else. Again this could have just been a fluke since Ive had no problems before but it seriously grossed me out.',1
'Loved it!  After reading the review above was skeptical yet YELP had many positive reviews.  My wife and I celebrated our 21st Anniversary and could not have been happier with the experience.  We had the Persian Platter (sampler) for the appetizer Chefs special (sampler - chicken/fish) and some cold Taj Mahal beer (two to be exact).   We made reservations yet showed up 30 minutes early and was seated with no issues.  We went on a Thursday night for reference.   Service was great and waiter explained the Persian food as we were clueless and only hungry.  Two rice dishes were fabulous.  We will go back again with friends and family.  Total bill was $72.  We had allot of leftovers to take home and enjoyed the next few days.',4
'Considering the lack of dive bars left in downtown Phoenix the Bikini gets 5 stars otherwise it would get 4.  We started going there about 6 years ago when we lived in the FQ Story district.  We love dive bars and the best time to go is during the week or on a Sunday afternoon if you really want to get a feel for the typical clientele.  I love the wackiness of this place and believe it or not they have cleaned up the place a bit.  This was the very first bar that anyone ever bought us a drink for no reason.  The owner was hanging out with her CSI buddies and her boyfriend brought us over two beers.  In Buffalo regulars and bartenders often buy drinks for other clientele but we had not yet experienced this in Phoenix.  This man renewed our faith in bar etiquette.  More recently we spent NYE here and even though I was the designated driver I had a great time.  We walked in and before my cohort could decide what they wanted to drink we noticed that a gentleman had left his dentures in his hat on the bar while he was about 10 feet away playing video crack.  Where else does this happen but the Bikini?  Later my husband was outside smoking and some guy with no shoes came up to him to ask Are you down for whatever?  Again where else would this happen?  And we managed to entertain ourselves throughout the night by sending boys into the restroom to purchase postage stamp sized porn from the porn and wierd condom machine. Hilarious.  Then the bar owner started handing out fringed squakers hats and noise makers at about 11 which meant that for an hour people were making tons of noise.  I had a blast.',5
'Aside from the normal hum drum mexican food you can get just about anywhere else the decor was quite different and the outside seating was rather impressive. It definitely was not your average Mexican restaurant.   The service on the other hand was atrocious. We had to walk all the way through the outside seating and into the main building of the restaurant in order to see a hostess who in turn told us to sit where ever. Wouldnt it have been easier if the hostess stand was by the entrance then? After we sat down we were immediately ushered to order by a flushed faced server. You could tell they were understaffed.   We munched on chips and salsa for about 20 minutes before our food came to the table. Mind you we got a chimichanga meal and something with chicken. It shouldnt have taken 20 minutes. The worst part I would have to say is that during the entire time we were eating there were girls dressed in skimpy costumes parading in and out of the restaurant. My jaw and about 50 others were dropped every time one of those girls walked past.   After getting fed up with the lowsy service mediocre food and jaw dropping atmosphere we decided to leave. However we waited 30 minutes in order to pay our bill.   Word to the wise: Stay away',1
'This place is delicious. I have been twice with my girlfriend and will defiantly be back. The service is consistently good. The food is made with high quality ingredients and cooked in a wood burning oven. They also have a unique beer selection! It can be tough to find though. It is tucked in the back corner of a shopping center. They do have a small patio that is nice in the spring and fall.',4
'Im not much of a club person so I dont know how useful my assessment will be. Im usually much more content to have a drink at Hannys or get tanked on Sake bombers at Moira. Both times Ive been here its not been very crowded which is just fine with me. The downstairs is cool and they have a nice upstairs outdoor bar as well. Drinks arent cheap but not too pricey either. The crowd is usually OK too not too Scottsdale for me.  While Bar Smith would not be my first choice of places to go to I certainly would never veto the idea either',3
'We order the chicken nachos and Turkey burger. It was just OK nothing special the chicken was dried out and tough to eat on the nachos. The service was good and had plenty of TVs to watch the games.',3
'Have stayed here before and very much like this hotel and its location.  Superb value.  They have done a lot of remodeling and still are working on a few of the final touches when complete this is going to be a super nice property.  One thing that caught my attention and I think is really cool is the pool is 10 feet deep on the deep end.  When is the last time you saw something like that?  Most hotels pools are only like 4-5 deep due to fear of drowning liability.  I am a huge fan of deep pools and rare they are to find.  So for me that is another nice feature to this property.  It is in a quiet area of town and lots of neat things around to do.. just 3 miles from Camel Back Drive and tons to do on that road.. The surrounding beauty makes this property even nicer if you find flaws which every hotel will have.',4
'Bistro 24 has really nice food with an excellent and interesting bread assortment. Every time I have been there whether while working or not I have had excellent service. I must confess one day at lunch I asked what was going to be that nights dessert.  Not only did the server tell us but he brought us one. It was a fresh out of the oven chocolate macaroons that wasnt going on the menu until evening. It melted in my mouth.It is service and food like that which keep bringing me back.',4
'Steakburgers are AWESOME.  Love this place!!  the FRIES are PHENOMINAL!!!!!!!!!   FIVE GUYS BURGERS???????  Please!!!  Freddys tops five guys.',4
'GARBAGE! But hey the portions of it are huge!!! Sorry I cant testify to any dishes here.',1
'I met up with a great friend from High School Jay Lessard for the first time tonight. I have to say that the food was amazing and the service was equally as good. I will definitely come here again!',5
'I loved this place and the double-soy-cappuccino was one of the best I have ever tasted.  The Cap was made perfectly... awesome thick foam tasty coffee great cup (haha srsly the cup is great).  The inside is filled with art and has a cool vibe.  $2.50 for a double-soy-cap not bad.  I just wish this place was closer to me Id be a regular.',5
'Most amazing Pasta ever.  Whole wheat pasta was fresh and tastes amazing.  Panzerotto (Pizza Roll) was also one of a kind.  I cant wait to come back!',5
'My first time. First impression this is a better burger chain. It would take several visits for me to compare Habit to In n Out Smash Burger Five Guys etc. So I will go with the menu and the house habits.    I ordered the tri-tip steak sandwich on sourdough and fries. $6. Fries. $1.80 My sandwich was really good. Eating in the car was a mistake tho. Meat falls out and one of the tooth picks in the sandwich wound up in my mouth.   My tri-tip BBQ sourdough (the Habit Burger Grill) $5.95 Calories 476 Sodium 1630 mg. Total Fat 19g. Saturated 4g. Carbs 53g.  Sugars 11g. Protein 41g. Cholesterol 75mg    Char burger W/ Cheese (the Habit Burger Grill) $3.45 Calories: 540 Fat: 28g Carbs: 44g Protein: 27g  Cheese Burger (In-N-Out Burger) $3.75 Calories: 480 Fat: 27g Carbs: 39g Protein: 22g.  Classic Burger (Smash burger) $4.95 Calories: 750 Fat: 51g Carbs: 45g Protein: 35g  Angus Burger  (McDonalds) $3.95 Calories: 750 Fat: 39g Carbs: 61g Protein: 40g  Little Cheese Burger W/ Mushrooms (Five Guys) $5 Calories: 583 Fat: 32g Carbs: 39.5g Protein: 27g',3
'The food was amazing and the service was great. I had the lobster and shrimp tacos and the grilled sweet corn with the strawberry Serrano guacamole. They have an impressive selection of tequila and great variety of margaritas. The only thing I will say is that the food did take some time to get to us ( like 35 minutes) but if youve ever gone to brand new restaurants teamwork and timing is shortly acquired after opening week. I highly recommend this this place if you want good baja Mexican food and great service.',5
